,School,Major,Batch,Sem1_courses,Sem1_grades,Sem2_courses,Sem2_grades,Sem3_courses,Sem3_grades,Sem4_courses,Sem4_grades,Sem5_courses,Sem5_grades,Sem6_courses,Sem6_grades,Sem7_courses,Sem7_grades,Sem8_courses,Sem8_grades
519,School of Natural Sciences,PHY,2016,"['CCC410', 'CCC302']","['F', 'B']",['CCC704'],['B'],['CCC417'],['D'],"['CCC403', 'CCC402']","['B', 'B-']",,,,,,,,
520,School of Natural Sciences,PHY,2016,"['CCC302', 'CCC224', 'CCC312']","['A', 'A-', 'A']","['CCC402', 'CCC113']","['A-', 'A-']","['CCC512', 'CCC624']","['C-', 'A-']","['CCC502', 'CCC516']","['A-', 'A']",,,,,,,,
521,School of Engineering,ECE,2016,"['CCC512', 'CCC402']","['B-', 'A-']",['CCC214'],['B'],['CCC704'],['B-'],"['CCC629', 'CCC414', 'CCC821']","['A', 'A-', 'A']",,,,,,,,
522,School of Engineering,MED,2016,"['CCC402', 'CCC704']","['A-', 'C']","['CCC319', 'CCC805']","['A-', 'A-']","['CCC115', 'CCC515']","['A-', 'A']","['CCC823', 'CCC625']","['A-', 'B-']",,,,,,,,
523,School of Engineering,MED,2016,"['CCC704', 'CCC224']","['B', 'B']","['CCC415', 'CCC512', 'CCC414']","['B', 'B-', 'A']","['CCC613', 'CCC801']","['A-', 'A-']","['CCC620', 'CCC411']","['B', 'A-']",,,,,,,,
524,School of Engineering,ECE,2016,['CCC704'],['C'],"['CCC805', 'CCC402']","['D', 'A-']",['CCC510'],['A'],['CCC620'],['C'],,,,,,,,
525,School of Engineering,EED,2016,"['CCC402', 'CCC302']","['A', 'A']",['CCC704'],['B'],['CCC510'],['A'],"['CCC801', 'CCC625']","['A-', 'C']",,,,,,,,
526,School of Engineering,CHD,2016,"['CCC302', 'CCC704']","['A', 'B-']","['CCC402', 'CCC114']","['A', 'B-']","['CCC415', 'CCC611']","['A-', 'B']","['CCC411', 'CCC805']","['B', 'B']",,,,,,,,
527,School of Engineering,CSD,2016,"['CCC322', 'CCC704']","['A', 'B-']","['CCC312', 'CCC311', 'CCC820']","['A-', 'A', 'B']","['CCC510', 'CCC302']","['A', 'A']","['CCC628', 'CCC330']","['A', 'A']",,,,,,,,
528,School of Engineering,ECE,2016,"['CCC602', 'CCC704']","['A-', 'B']","['CCC225', 'CCC819', 'CCC510']","['B', 'B', 'A']","['CCC402', 'CCC311']","['B', 'B-']","['CCC302', 'CCC805']","['A', 'B']",,,,,,,,
529,School of Humanities & Soc Sci,ECO,2016,['CCC302'],['A-'],"['CCC704', 'CCC818']","['B', 'C']","['CCC115', 'CCC329']","['A-', 'B-']",['CCC229'],['A-'],,,,,,,,
530,School of Engineering,MED,2016,['CCC704'],['A-'],"['CCC302', 'CCC403']","['A', 'B']","['CCC402', 'CCC625']","['A-', 'B']",['CCC411'],['A-'],,,,,,,,
531,School of Engineering,CSD,2016,"['CCC407', 'CCC704']","['A', 'B']","['CCC409', 'CCC606']","['A-', 'A']","['CCC402', 'CCC710']","['A', 'B-']","['CCC805', 'CCC628']","['B', 'A-']",,,,,,,,
532,School of Engineering,ECE,2016,['CCC704'],['B-'],"['CCC618', 'CCC402']","['C-', 'A-']","['CCC613', 'CCC319', 'CCC416']","['A-', 'B-', 'A-']",['CCC302'],['A-'],,,,,,,,
533,School of Engineering,EED,2016,"['CCC302', 'CCC224']","['A', 'B']","['CCC805', 'CCC704']","['B', 'B']",['CCC319'],['B'],"['CCC602', 'CCC414']","['B-', 'A-']",,,,,,,,
534,School of Engineering,EED,2016,"['CCC302', 'CCC402']","['A-', 'A-']","['CCC217', 'CCC704']","['B-', 'B-']",,,,,,,,,,,,
535,School of Engineering,CSD,2016,"['CCC402', 'CCC704']","['A', 'B']","['CCC414', 'CCC312', 'CCC805']","['A', 'A', 'A']","['CCC821', 'CCC515']","['A', 'B-']","['CCC311', 'CCC801']","['A', 'A']",,,,,,,,
536,School of Engineering,CSD,2016,"['CCC704', 'CCC402']","['B-', 'A-']",['CCC612'],['B-'],"['CCC512', 'CCC821']","['C', 'A-']","['CCC602', 'CCC414']","['B', 'A']",,,,,,,,
537,School of Engineering,ECE,2016,['CCC704'],['B'],"['CCC312', 'CCC612', 'CCC510']","['A-', 'A', 'A-']","['CCC515', 'CCC417', 'CCC311']","['B', 'B-', 'A']","['CCC227', 'CCC805', 'CCC628']","['B', 'A', 'A-']",,,,,,,,
538,School of Natural Sciences,BIO,2016,['CCC302'],['A'],"['CCC319', 'CCC704']","['A-', 'A']","['CCC512', 'CCC402']","['B-', 'A']","['CCC312', 'CCC227']","['A', 'A-']",,,,,,,,
539,School of Engineering,CSD,2016,['CCC704'],['C-'],"['CCC402', 'CCC319']","['B-', 'B']","['CCC627', 'CCC103']","['B-', 'A-']",['CCC403'],['B'],,,,,,,,
540,School of Natural Sciences,PHY,2016,"['CCC302', 'CCC319']","['A', 'A']","['CCC512', 'CCC704', 'CCC402']","['B', 'B', 'A']","['CCC624', 'CCC407']","['A-', 'A-']",['CCC602'],['A'],,,,,,,,
541,School of Natural Sciences,MAT,2016,"['CCC302', 'CCC402', 'CCC704']","['A', 'B-', 'C']","['CCC226', 'CCC801']","['A-', 'A']",['CCC611'],['B'],['CCC620'],['C-'],,,,,,,,
542,School of Engineering,MED,2016,['CCC704'],['B-'],"['CCC325', 'CCC302']","['B-', 'A-']","['CCC402', 'CCC512']","['A-', 'B']","['CCC805', 'CCC628']","['A', 'B-']",,,,,,,,
543,School of Engineering,MED,2016,['CCC704'],['C'],"['CCC226', 'CCC411']","['B', 'B-']","['CCC627', 'CCC402']","['B', 'B']","['CCC302', 'CCC805', 'CCC319']","['A-', 'A-', 'C']",,,,,,,,
544,School of Engineering,MED,2016,['CCC704'],['B-'],"['CCC226', 'CCC402']","['A-', 'B']","['CCC329', 'CCC710']","['B', 'C']","['CCC628', 'CCC620']","['B', 'A-']",,,,,,,,
545,School of Engineering,CSD,2016,['CCC704'],['B'],"['CCC506', 'CCC414', 'CCC402']","['A-', 'A', 'A-']","['CCC416', 'CCC613']","['B', 'B']","['CCC801', 'CCC805']","['A-', 'A']",,,,,,,,
546,School of Humanities & Soc Sci,SOC,2016,"['CCC222', 'CCC302']","['A', 'A-']","['CCC704', 'CCC113']","['A', 'A']","['CCC115', 'CCC611']","['A', 'A']","['CCC629', 'CCC615']","['A-', 'A']",,,,,,,,
547,School of Natural Sciences,MAT,2016,"['CCC414', 'CCC302', 'CCC402']","['A-', 'A', 'A-']",['CCC704'],['B'],,,,,,,,,,,,
548,School of Engineering,MED,2016,['CCC704'],['B'],"['CCC214', 'CCC226']","['A-', 'B']","['CCC413', 'CCC801']","['A', 'A-']","['CCC512', 'CCC403']","['C', 'B']",,,,,,,,
549,School of Engineering,ECE,2016,['CCC704'],['B-'],"['CCC103', 'CCC225']","['B', 'A-']","['CCC710', 'CCC319', 'CCC402']","['B', 'A-', 'B']","['CCC823', 'CCC414', 'CCC409']","['B', 'A-', 'A-']",,,,,,,,
550,School of Natural Sciences,BIO,2016,['CCC302'],['A'],"['CCC704', 'CCC402']","['A-', 'A']","['CCC512', 'CCC311']","['B', 'A-']","['CCC411', 'CCC229']","['A', 'A-']",,,,,,,,
551,School of Engineering,CSD,2016,"['CCC704', 'CCC801']","['B', 'A']",['CCC217'],['A-'],['CCC413'],['A-'],"['CCC227', 'CCC628']","['A-', 'A']",,,,,,,,
552,School of Engineering,EED,2016,"['CCC302', 'CCC402']","['B', 'B']",['CCC704'],['A-'],"['CCC319', 'CCC805']","['B-', 'A-']","['CCC821', 'CCC512']","['B', 'C']",,,,,,,,
553,School of Engineering,MED,2016,"['CCC801', 'CCC704']","['A-', 'A-']","['CCC302', 'CCC226']","['A-', 'C']","['CCC710', 'CCC413', 'CCC319']","['C', 'C', 'A']","['CCC411', 'CCC805']","['A-', 'A']",,,,,,,,
554,School of Engineering,ECE,2016,"['CCC704', 'CCC224']","['B-', 'F']","['CCC414', 'CCC402', 'CCC302']","['A', 'B', 'A-']","['CCC611', 'CCC627']","['B', 'B']",['CCC630'],['B-'],,,,,,,,
555,School of Natural Sciences,PHY,2016,"['CCC614', 'CCC302']","['B', 'A']",['CCC704'],['B'],['CCC417'],['A'],['CCC402'],['A'],,,,,,,,
556,School of Engineering,CSD,2016,"['CCC704', 'CCC224']","['B-', 'B-']","['CCC510', 'CCC103']","['B-', 'A-']",['CCC821'],['B'],"['CCC414', 'CCC331']","['A-', 'B']",,,,,,,,
557,School of Engineering,ECE,2016,['CCC704'],['B-'],"['CCC414', 'CCC402', 'CCC225']","['A-', 'A-', 'B']","['CCC613', 'CCC512', 'CCC319']","['B', 'C', 'A']",['CCC805'],['A-'],,,,,,,,
558,School of Natural Sciences,PHY,2016,"['CCC302', 'CCC402']","['A-', 'A']","['CCC512', 'CCC704', 'CCC414']","['B', 'A', 'A']","['CCC624', 'CCC625', 'CCC319', 'CCC407']","['A-', 'A', 'A-', 'A-']","['CCC103', 'CCC602']","['A-', 'A-']",,,,,,,,
559,School of Engineering,ECE,2016,['CCC704'],['B'],"['CCC302', 'CCC103', 'CCC805']","['A-', 'A-', 'B']",,,,,,,,,,,,
560,School of Engineering,CSD,2016,"['CCC402', 'CCC704']","['A', 'B']","['CCC805', 'CCC602']","['A-', 'A-']","['CCC115', 'CCC103']","['A', 'A']","['CCC628', 'CCC409']","['A-', 'A-']",,,,,,,,
561,School of Engineering,MED,2016,['CCC704'],['B'],"['CCC226', 'CCC312']","['D', 'W']",['CCC510'],['B'],"['CCC319', 'CCC302', 'CCC512']","['A', 'A-', 'C-']",,,,,,,,
562,School of Engineering,CSD,2016,"['CCC704', 'CCC402']","['B', 'A']",['CCC612'],['A-'],"['CCC115', 'CCC821']","['B', 'A-']",['CCC628'],['A'],,,,,,,,
563,School of Engineering,EED,2016,"['CCC302', 'CCC402']","['A-', 'A-']",['CCC704'],['A-'],['CCC510'],['C'],"['CCC414', 'CCC630']","['A-', 'A-']",,,,,,,,
564,School of Humanities & Soc Sci,ECO,2016,"['CCC801', 'CCC302']","['C', 'A-']","['CCC114', 'CCC704']","['A', 'A']","['CCC416', 'CCC329']","['B', 'B']",['CCC229'],['A'],,,,,,,,
565,School of Engineering,ECE,2016,"['CCC402', 'CCC704']","['A', 'B']","['CCC612', 'CCC302']","['B', 'A']","['CCC319', 'CCC805', 'CCC510']","['B', 'B-', 'A']","['CCC414', 'CCC630']","['A-', 'A-']",,,,,,,,
566,School of Engineering,MED,2016,['CCC704'],['C'],"['CCC302', 'CCC403']","['A-', 'B']","['CCC801', 'CCC402']","['A-', 'A-']","['CCC414', 'CCC229', 'CCC704']","['B', 'B-', 'B']",,,,,,,,
567,School of Engineering,CSD,2016,"['CCC704', 'CCC302', 'CCC402']","['B-', 'A-', 'A']","['CCC805', 'CCC618']","['A-', 'A-']",['CCC821'],['A-'],"['CCC103', 'CCC628']","['A', 'A-']",,,,,,,,
568,School of Engineering,CSD,2016,"['CCC704', 'CCC402']","['A-', 'A']","['CCC319', 'CCC805']","['B', 'A']","['CCC515', 'CCC821']","['B-', 'A-']","['CCC801', 'CCC628']","['A', 'A-']",,,,,,,,
569,School of Engineering,CSD,2016,"['CCC402', 'CCC704']","['A', 'B-']","['CCC801', 'CCC319']","['B', 'A-']","['CCC512', 'CCC103']","['C', 'B']","['CCC416', 'CCC805']","['B-', 'A']",,,,,,,,
570,School of Engineering,CSD,2016,['CCC704'],['B-'],"['CCC402', 'CCC302', 'CCC805']","['A', 'A-', 'A']","['CCC103', 'CCC417']","['A', 'B']","['CCC414', 'CCC319', 'CCC801']","['A-', 'B', 'A-']",,,,,,,,
571,School of Engineering,MED,2016,"['CCC402', 'CCC704']","['A', 'A']","['CCC214', 'CCC611']","['A-', 'A-']","['CCC413', 'CCC805']","['A-', 'A']",['CCC411'],['A-'],,,,,,,,
572,School of Engineering,CHD,2016,"['CCC402', 'CCC704']","['A', 'B-']","['CCC510', 'CCC602']","['B', 'B-']","['CCC311', 'CCC103']","['B', 'A-']","['CCC330', 'CCC414']","['B-', 'A-']",,,,,,,,
573,School of Engineering,EED,2016,"['CCC302', 'CCC414']","['A-', 'A-']","['CCC704', 'CCC114']","['A', 'A']","['CCC805', 'CCC319']","['A', 'B-']",['CCC629'],['A'],,,,,,,,
574,School of Engineering,EED,2016,"['CCC402', 'CCC302']","['A-', 'A-']",['CCC704'],['A'],"['CCC613', 'CCC319']","['B-', 'B']","['CCC414', 'CCC409']","['A-', 'A-']",,,,,,,,
575,School of Humanities & Soc Sci,ECO,2016,"['CCC224', 'CCC302']","['B', 'A']","['CCC704', 'CCC114']","['B', 'A']",,,,,,,,,,,,
576,School of Engineering,EED,2016,"['CCC402', 'CCC103']","['B-', 'A']","['CCC302', 'CCC704', 'CCC622']","['A-', 'A', 'A-']","['CCC512', 'CCC311']","['C', 'B']","['CCC629', 'CCC414']","['A', 'A-']",,,,,,,,
577,School of Engineering,ECE,2016,['CCC704'],['B-'],"['CCC820', 'CCC402']","['A', 'A']","['CCC319', 'CCC710', 'CCC409']","['A-', 'A-', 'A']","['CCC602', 'CCC821', 'CCC411']","['B', 'A', 'A-']",,,,,,,,
578,School of Engineering,ECE,2016,['CCC704'],['B-'],"['CCC801', 'CCC614', 'CCC602', 'CCC302']","['B-', 'B-', 'C', 'A-']","['CCC413', 'CCC319']","['C', 'B']","['CCC411', 'CCC414']","['B-', 'B']",,,,,,,,
579,School of Natural Sciences,CHY,2016,"['CCC302', 'CCC402']","['A-', 'A']","['CCC412', 'CCC704']","['A-', 'B']",,,,,,,,,,,,
580,School of Engineering,EED,2016,"['CCC302', 'CCC402']","['B', 'B']",['CCC704'],['B'],['CCC510'],['A'],"['CCC414', 'CCC629']","['B', 'A-']",,,,,,,,
581,School of Engineering,MED,2016,['CCC704'],['C'],"['CCC801', 'CCC402']","['B', 'A-']","['CCC821', 'CCC627']","['B', 'B']","['CCC302', 'CCC602']","['A-', 'A-']",,,,,,,,
582,School of Engineering,CHD,2016,"['CCC402', 'CCC302', 'CCC704']","['A', 'A', 'A']","['CCC411', 'CCC820']","['B', 'B']",['CCC510'],['A'],['CCC805'],['A'],,,,,,,,
583,School of Engineering,ECE,2016,"['CCC704', 'CCC402']","['B', 'A-']",['CCC510'],['B-'],['CCC319'],['C'],['CCC302'],['A'],,,,,,,,
584,School of Engineering,CSD,2016,"['CCC704', 'CCC402']","['C', 'A-']","['CCC820', 'CCC214']","['B', 'B']","['CCC329', 'CCC103']","['B', 'B']","['CCC414', 'CCC302', 'CCC403']","['A', 'A-', 'B']",,,,,,,,
585,School of Engineering,MED,2016,['CCC704'],['B'],['CCC402'],['A-'],"['CCC512', 'CCC613']","['B', 'B-']","['CCC403', 'CCC602']","['B', 'B-']",,,,,,,,
586,School of Humanities & Soc Sci,ENG,2016,"['CCC302', 'CCC801']","['A', 'F']","['CCC810', 'CCC704', 'CCC402']","['A', 'A', 'A']","['CCC329', 'CCC611', 'CCC103']","['A', 'A', 'A']","['CCC629', 'CCC319']","['A', 'A']",,,,,,,,
587,School of Engineering,MED,2016,"['CCC402', 'CCC704']","['A-', 'B-']",['CCC510'],['A'],"['CCC512', 'CCC103']","['B', 'C']","['CCC414', 'CCC620']","['A-', 'B']",,,,,,,,
588,School of Engineering,CED,2016,"['CCC704', 'CCC402']","['B', 'A-']","['CCC226', 'CCC819', 'CCC323']","['A-', 'A-', 'A-']","['CCC613', 'CCC512']","['A-', 'B-']","['CCC805', 'CCC411', 'CCC302']","['A', 'B', 'A-']",,,,,,,,
589,School of Humanities & Soc Sci,ECO,2016,"['CCC302', 'CCC314']","['A', 'A-']",['CCC704'],['A-'],"['CCC822', 'CCC402']","['A-', 'A-']","['CCC229', 'CCC711']","['A', 'A-']",,,,,,,,
590,School of Engineering,CSD,2016,"['CCC402', 'CCC704']","['B', 'B-']","['CCC302', 'CCC214']","['A-', 'C']",,,,,,,,,,,,
591,School of Engineering,CSD,2016,"['CCC704', 'CCC302']","['A-', 'A-']","['CCC805', 'CCC402']","['A', 'A']",,,,,,,,,,,,
592,School of Engineering,EED,2016,"['CCC402', 'CCC302']","['A-', 'A-']",['CCC704'],['A-'],['CCC515'],['B'],"['CCC821', 'CCC801', 'CCC615', 'CCC227']","['B-', 'A-', 'B', 'D']",,,,,,,,
593,School of Humanities & Soc Sci,ECO,2016,"['CCC402', 'CCC302', 'CCC414']","['B', 'A', 'B-']","['CCC704', 'CCC818']","['A-', 'B']","['CCC228', 'CCC805']","['B', 'A-']",['CCC711'],['A'],,,,,,,,
594,School of Engineering,MED,2016,"['CCC402', 'CCC704']","['C-', 'B']","['CCC611', 'CCC302', 'CCC226']","['A', 'A-', 'B']",,,,,,,,,,,,
595,School of Engineering,EED,2016,"['CCC402', 'CCC302']","['A-', 'A-']",['CCC704'],['B'],"['CCC625', 'CCC613']","['B-', 'B']","['CCC330', 'CCC414', 'CCC319', 'CCC409']","['B', 'A-', 'A', 'A-']",,,,,,,,
596,School of Engineering,EED,2016,"['CCC402', 'CCC302']","['A-', 'A-']",['CCC704'],['B'],['CCC415'],['A'],"['CCC319', 'CCC330', 'CCC823', 'CCC331']","['A-', 'A', 'C-', 'B-']",,,,,,,,
597,School of Engineering,CSD,2016,"['CCC704', 'CCC402']","['B-', 'A']","['CCC609', 'CCC225']","['B', 'B']","['CCC103', 'CCC114']","['A-', 'A']",['CCC414'],['A-'],,,,,,,,
598,School of Engineering,CSD,2016,"['CCC704', 'CCC402', 'CCC302']","['B-', 'A', 'A']","['CCC323', 'CCC414', 'CCC820']","['A-', 'A', 'B']",['CCC227'],['B-'],"['CCC409', 'CCC403']","['A-', 'A']",,,,,,,,
599,School of Humanities & Soc Sci,ECO,2016,"['CCC302', 'CCC314']","['A-', 'A-']","['CCC704', 'CCC810']","['A', 'A']","['CCC710', 'CCC413']","['B', 'B']",['CCC229'],['A'],,,,,,,,
600,School of Engineering,ECE,2016,['CCC704'],['B-'],"['CCC512', 'CCC325', 'CCC312']","['B-', 'B-', 'A-']","['CCC302', 'CCC510']","['B', 'A']","['CCC402', 'CCC319']","['A-', 'A']",,,,,,,,
601,School of Engineering,ECE,2016,['CCC704'],['B'],"['CCC818', 'CCC612', 'CCC402']","['A-', 'B-', 'A-']",,,,,,,,,,,,
602,School of Engineering,MED,2016,['CCC704'],['B-'],['CCC217'],['C-'],"['CCC415', 'CCC402']","['A-', 'B']",['CCC403'],['B'],,,,,,,,
603,School of Engineering,CED,2016,"['CCC402', 'CCC302', 'CCC704']","['A', 'A', 'B-']","['CCC323', 'CCC820', 'CCC103']","['A-', 'D', 'B-']","['CCC311', 'CCC510']","['A-', 'A']",['CCC414'],['A-'],,,,,,,,
604,School of Engineering,MED,2016,"['CCC402', 'CCC704']","['A', 'B']","['CCC226', 'CCC407']","['B-', 'A-']",['CCC510'],['A'],"['CCC409', 'CCC629', 'CCC302']","['A', 'A-', 'A-']",,,,,,,,
605,School of Engineering,CSD,2016,['CCC704'],['B-'],"['CCC609', 'CCC506']","['A-', 'A-']","['CCC402', 'CCC302']","['A', 'A']","['CCC409', 'CCC801', 'CCC414']","['A-', 'A-', 'A-']",,,,,,,,
606,School of Engineering,CED,2016,['CCC704'],['B'],"['CCC510', 'CCC302', 'CCC103']","['A', 'A', 'B']",['CCC312'],['A'],"['CCC416', 'CCC805']","['A-', 'A']",,,,,,,,
607,School of Engineering,CED,2016,"['CCC704', 'CCC402']","['B-', 'B']","['CCC820', 'CCC302']","['D', 'A-']","['CCC329', 'CCC510']","['B-', 'A-']","['CCC801', 'CCC629', 'CCC414']","['A', 'A-', 'A']",,,,,,,,
608,School of Natural Sciences,PHY,2016,"['CCC224', 'CCC704']","['B-', 'B']","['CCC506', 'CCC510']","['A', 'A']","['CCC515', 'CCC417']","['B', 'B-']","['CCC409', 'CCC821', 'CCC302']","['B', 'AP', 'A']",,,,,,,,
609,School of Engineering,ECE,2016,['CCC704'],['B'],"['CCC226', 'CCC114', 'CCC302']","['A-', 'A-', 'A-']",['CCC228'],['B'],['CCC414'],['A'],,,,,,,,
610,School of Engineering,ECE,2016,"['CCC704', 'CCC402']","['B-', 'A-']","['CCC325', 'CCC302', 'CCC114']","['B-', 'A-', 'B-']",['CCC510'],['A'],"['CCC411', 'CCC403']","['B', 'A']",,,,,,,,
611,School of Engineering,MED,2016,"['CCC402', 'CCC704']","['A-', 'B']","['CCC819', 'CCC226']","['B', 'D']","['CCC413', 'CCC115']","['B-', 'B-']","['CCC510', 'CCC805']","['A-', 'A']",,,,,,,,
612,School of Engineering,EED,2016,"['CCC402', 'CCC302']","['A', 'A-']","['CCC704', 'CCC114']","['B', 'B-']",['CCC319'],['A-'],"['CCC602', 'CCC103']","['B-', 'B']",,,,,,,,
613,School of Engineering,ECE,2016,['CCC704'],['B-'],"['CCC618', 'CCC801', 'CCC402']","['C-', 'A-', 'B']","['CCC613', 'CCC512', 'CCC319']","['A-', 'C', 'B']",['CCC414'],['A'],,,,,,,,
614,School of Engineering,CSD,2016,"['CCC224', 'CCC704']","['B', 'B']","['CCC623', 'CCC618']","['B', 'A-']",['CCC821'],['B'],"['CCC103', 'CCC620']","['B', 'C-']",,,,,,,,
615,School of Engineering,CSD,2016,"['CCC402', 'CCC704']","['A-', 'B-']","['CCC602', 'CCC214', 'CCC331', 'CCC302']","['B', 'D', 'B-', 'A-']",,,,,,,,,,,,
616,School of Natural Sciences,BIO,2016,['CCC302'],['A'],"['CCC704', 'CCC606']","['B', 'B']","['CCC402', 'CCC625']","['A', 'B']","['CCC215', 'CCC409', 'CCC416']","['B', 'A', 'A-']",,,,,,,,
617,School of Engineering,CSD,2016,"['CCC704', 'CCC402']","['B', 'A']","['CCC602', 'CCC512', 'CCC801']","['A', 'A-', 'A-']","['CCC710', 'CCC821']","['B', 'A-']","['CCC414', 'CCC403']","['A', 'A']",,,,,,,,
618,School of Natural Sciences,BIO,2016,['CCC302'],['A-'],"['CCC704', 'CCC409']","['B', 'A-']","['CCC512', 'CCC625']","['B', 'B']","['CCC215', 'CCC402']","['B-', 'A']",,,,,,,,
619,School of Engineering,CSD,2016,['CCC704'],['B'],"['CCC226', 'CCC512']","['A-', 'B']",['CCC510'],['A'],"['CCC402', 'CCC403']","['A', 'A']",,,,,,,,
620,School of Engineering,CSD,2016,"['CCC402', 'CCC704']","['A', 'B']","['CCC103', 'CCC409']","['A', 'A']","['CCC311', 'CCC510']","['A', 'A']","['CCC330', 'CCC319', 'CCC801']","['A-', 'A', 'A-']",,,,,,,,
621,School of Engineering,EED,2016,"['CCC302', 'CCC512']","['A-', 'B-']","['CCC402', 'CCC704', 'CCC414']","['B-', 'B', 'A-']","['CCC319', 'CCC510']","['A', 'A']","['CCC805', 'CCC411']","['A', 'B-']",,,,,,,,
622,School of Engineering,EED,2016,"['CCC402', 'CCC302']","['A-', 'B-']",['CCC704'],['B'],['CCC510'],['A'],"['CCC512', 'CCC629']","['D', 'B']",,,,,,,,
623,School of Engineering,CED,2016,"['CCC402', 'CCC704']","['A', 'B-']","['CCC302', 'CCC820']","['A-', 'D']","['CCC510', 'CCC329']","['A', 'A-']",['CCC414'],['A-'],,,,,,,,
624,School of Engineering,CED,2016,"['CCC613', 'CCC704']","['B', 'C']","['CCC611', 'CCC226', 'CCC302']","['A', 'A-', 'A-']",['CCC510'],['A'],"['CCC414', 'CCC602']","['A', 'B']",,,,,,,,
625,School of Engineering,ECE,2016,['CCC704'],['B-'],"['CCC602', 'CCC512', 'CCC226']","['A-', 'B-', 'B']","['CCC402', 'CCC412', 'CCC805']","['A-', 'A-', 'A']","['CCC414', 'CCC801']","['A', 'A-']",,,,,,,,
626,School of Engineering,CSD,2016,"['CCC704', 'CCC402']","['B-', 'B']","['CCC512', 'CCC414', 'CCC801']","['B', 'A-', 'A-']","['CCC611', 'CCC627']","['A-', 'B-']","['CCC628', 'CCC228']","['A-', 'B']",,,,,,,,
627,School of Engineering,MED,2016,"['CCC402', 'CCC704']","['B', 'B']","['CCC611', 'CCC302']","['B-', 'A-']","['CCC319', 'CCC103', 'CCC627']","['B', 'A', 'A']","['CCC411', 'CCC620']","['A-', 'A-']",,,,,,,,
628,School of Engineering,CSD,2016,['CCC704'],['A-'],"['CCC414', 'CCC325']","['A', 'A-']","['CCC402', 'CCC512']","['A', 'B-']",['CCC628'],['A'],,,,,,,,
629,School of Engineering,EED,2016,"['CCC302', 'CCC402']","['B', 'B-']",['CCC704'],['B'],"['CCC227', 'CCC409', 'CCC801']","['B-', 'B', 'B']","['CCC629', 'CCC602']","['B', 'B-']",,,,,,,,
630,School of Engineering,ECE,2016,['CCC704'],['B-'],"['CCC622', 'CCC414']","['A-', 'A']","['CCC801', 'CCC402']","['A-', 'A-']","['CCC227', 'CCC805']","['B-', 'A']",,,,,,,,
631,School of Engineering,EED,2016,"['CCC402', 'CCC215']","['A-', 'B']","['CCC704', 'CCC302']","['A', 'A']","['CCC805', 'CCC103']","['A-', 'A']","['CCC311', 'CCC414']","['B', 'A-']",,,,,,,,
632,School of Engineering,EED,2016,"['CCC302', 'CCC402']","['A-', 'B']","['CCC704', 'CCC805']","['B', 'B-']","['CCC319', 'CCC613', 'CCC710']","['B', 'F', 'C']","['CCC801', 'CCC103', 'CCC602']","['A-', 'B', 'B']",,,,,,,,
633,School of Engineering,ECE,2016,['CCC704'],['B-'],"['CCC302', 'CCC402', 'CCC103']","['A', 'B-', 'A-']",['CCC510'],['A'],['CCC403'],['A-'],,,,,,,,
634,School of Engineering,CSD,2016,"['CCC704', 'CCC402']","['B', 'A']","['CCC302', 'CCC103', 'CCC801', 'CCC818']","['A', 'A', 'B-', 'A-']","['CCC624', 'CCC611', 'CCC311', 'CCC417']","['A', 'A-', 'A-', 'A-']","['CCC416', 'CCC414']","['B', 'A-']",,,,,,,,
635,School of Engineering,ECE,2016,"['CCC402', 'CCC704']","['B', 'B']","['CCC319', 'CCC103']","['B', 'B']",['CCC510'],['A'],"['CCC805', 'CCC602']","['C-', 'B-']",,,,,,,,
636,School of Natural Sciences,PHY,2016,"['CCC402', 'CCC302']","['D', 'A']","['CCC704', 'CCC614']","['B-', 'C']","['CCC407', 'CCC417']","['B', 'B']","['CCC227', 'CCC801']","['B', 'A-']",,,,,,,,
637,School of Engineering,MED,2016,"['CCC704', 'CCC224']","['A-', 'B']","['CCC609', 'CCC506', 'CCC409']","['B', 'A-', 'A']","['CCC710', 'CCC515']","['D', 'B']","['CCC403', 'CCC516']","['B', 'B']",,,,,,,,
638,School of Engineering,MED,2016,['CCC704'],['B'],['CCC226'],['A-'],['CCC510'],['A'],"['CCC330', 'CCC402', 'CCC403', 'CCC302']","['B', 'A', 'A-', 'A']",,,,,,,,
639,School of Natural Sciences,MAT,2016,"['CCC402', 'CCC302']","['B', 'A']","['CCC704', 'CCC319']","['A-', 'A-']","['CCC805', 'CCC821']","['B', 'B-']","['CCC311', 'CCC512', 'CCC620', 'CCC103']","['A-', 'B-', 'B', 'A']",,,,,,,,
640,School of Engineering,CSD,2016,['CCC704'],['A-'],"['CCC206', 'CCC319']","['A', 'A']","['CCC115', 'CCC515']","['A-', 'A']","['CCC311', 'CCC414', 'CCC711']","['A-', 'A', 'A-']",,,,,,,,
641,School of Engineering,CED,2016,"['CCC704', 'CCC402']","['C', 'B-']","['CCC801', 'CCC302']","['A-', 'A-']","['CCC103', 'CCC627', 'CCC626']","['C-', 'B', 'B']","['CCC414', 'CCC602', 'CCC416']","['B', 'B', 'B-']",,,,,,,,
642,School of Engineering,ECE,2016,"['CCC402', 'CCC704']","['A', 'B-']","['CCC407', 'CCC302']","['A', 'A-']","['CCC627', 'CCC329']","['A-', 'A-']","['CCC512', 'CCC625']","['A-', 'B']",,,,,,,,
