,School,Major,Batch,Sem1_courses,Sem1_grades,Sem2_courses,Sem2_grades,Sem3_courses,Sem3_grades,Sem4_courses,Sem4_grades,Sem5_courses,Sem5_grades,Sem6_courses,Sem6_grades,Sem7_courses,Sem7_grades,Sem8_courses,Sem8_grades
463,School of Natural Sciences,MAT,2015,['CCC510'],['A-'],"['CCC704', 'SOC212', 'CCC402', 'CCC615']","['B-', 'F', 'C-', 'F']","['CCC416', 'CCC512', 'OHM401']","['W', 'W', 'W']","['CCC302', 'CCC502', 'CCC516', 'ENG444', 'CCC512']","['A-', 'B', 'A-', 'B', 'B-']",,,,,,,,
464,School of Humanities & Soc Sci,ECO,2015,['CCC510'],['B-'],['CCC704'],['B-'],"['MAT390', 'CCC412', 'CCC414']","['C', 'A', 'B-']","['MAT110', 'CCC622', 'CCC805']","['B-', 'A', 'B']","['MAT484', 'IRG206', 'CCC114', 'CCC402']","['B', 'B', 'B-', 'B']","['CCC615', 'IRG203', 'IRG202', 'CCC229']","['C', 'C', 'B', 'A-']",,,,
465,School of Engineering,EED,2015,"['CCC704', 'CCC512']","['B-', 'B-']","['CCC621', 'CCC402', 'IRG101', 'CCC409']","['C', 'F', 'D', 'A-']",,,,,,,,,,,,
466,School of Engineering,CSD,2015,['CCC510'],['B'],"['CCC302', 'CCC704', 'CCC814']","['A-', 'B', 'B-']","['CCC614', 'CCC323', 'COM199', 'CCC221']","['B', 'A-', 'A-', 'B-']","['CCC621', 'COM198', 'CCC606']","['A-', 'A-', 'A-']",['ADP310'],['B'],"['CCC630', 'COM197']","['B', 'B']",,,,
467,School of Humanities & Soc Sci,ECO,2015,['CCC510'],['A'],"['CCC815', 'CCC704', 'DOM102']","['A-', 'A-', 'B']",['MAT390'],['B'],['MAT110'],['A-'],"['MAT160', 'MAT484']","['A-', 'B']","['CCC805', 'CCC630', 'CCC629', 'MAT388', 'CCC402']","['A', 'A-', 'A-', 'A', 'A-']",,,,
468,School of Engineering,EED,2015,['CCC704'],['C'],"['CCC412', 'CCC402']","['C', 'B-']","['CCC214', 'CSD207', 'CCC614']","['W', 'C', 'B']","['CCC810', 'CCC819', 'CCC512']","['B-', 'B', 'B']","['CCC510', 'CED206']","['A', 'B']","['MAT434', 'BIO309']","['A', 'B-']",,,,
469,School of Engineering,MED,2015,"['CCC412', 'CCC302', 'MAT201']","['C', 'A-', 'C-']","['PHY102', 'CCC218', 'CCC312', 'CCC704', 'CCC112']","['C-', 'F', 'B-', 'B', 'D']",['MAT201'],['A'],"['CCC402', 'CCC817']","['B', 'B']","['MAT430', 'CCC103', 'CCC319', 'CCC214']","['B-', 'B', 'B', 'C']","['CED405', 'CCC515', 'CCC411', 'CCC329']","['B', 'A', 'B', 'B-']","['CED308', 'CCC805', 'CCC801']","['B', 'A-', 'A-']",,
470,School of Engineering,ECE,2015,['CCC704'],['B'],"['CCC402', 'CCC312']","['B-', 'A']","['CCC617', 'ECO101']","['A-', 'B-']","['CCC311', 'CCC323', 'ECO102', 'CCC510']","['A', 'B', 'A-', 'A']","['BIO201', 'CCC821']","['A-', 'B-']",,,,,,
471,School of Natural Sciences,BIO,2015,['CCC704'],['B'],"['CCC322', 'CCC222', 'HIS102', 'CCC402', 'CCC602']","['A-', 'C', 'C', 'A', 'A']","['CHY213', 'CCC114', 'CCC409', 'HIS104']","['B', 'A-', 'A', 'B-']","['CED206', 'ARC201', 'CCC417']","['B', 'D', 'B-']","['CCC711', 'CHY352', 'CCC805']","['C', 'B-', 'B-']",,,,,,
472,School of Engineering,CSD,2015,"['CCC412', 'CCC510']","['B-', 'A']","['CCC302', 'CCC704']","['A', 'A']","['CCC402', 'STM302']","['A', 'A']","['CCC319', 'MEC102', 'OHM203', 'CCC103']","['A', 'A-', 'A-', 'A-']","['OHM401', 'FAC203', 'CCC821', 'CCC329']","['B', 'A', 'A-', 'A']","['CCC414', 'DOM401', 'CCC229', 'CCC416']","['A', 'A-', 'B', 'A-']",,,,
473,School of Humanities & Soc Sci,ENG,2015,['CCC510'],['B-'],['CCC704'],['C'],"['HIS102', 'CCC407', 'CCC302']","['B', 'B-', 'A']","['CCC325', 'CCC217', 'HIS208']","['B-', 'B', 'C-']","['CCC402', 'HIS204']","['B-', 'C-']","['ADP100', 'CCC103', 'CCC629']","['A', 'A-', 'B']",,,,
474,School of Engineering,MED,2015,"['CCC302', 'CCC801', 'MAT201']","['B', 'B-', 'B']","['PHY102', 'CCC704']","['B-', 'B']","['CCC319', 'ECO101', 'CCC402', 'CCC323']","['A', 'C', 'A-', 'B']","['CCC618', 'ECO102', 'CCC225']","['F', 'B', 'C-']","['CCC407', 'ECO301', 'CCC624', 'CCC103']","['A-', 'C-', 'B', 'C']","['ECO327', 'CCC805', 'ECO221']","['A-', 'C-', 'B-']",,,,
475,School of Engineering,ECE,2015,['CCC704'],['C'],"['CCC510', 'CCC801']","['A', 'A-']","['CCC805', 'CSD205']","['B', 'B-']","['CCC612', 'CCC622', 'CSD202']","['A-', 'A', 'C']","['CCC402', 'CCC626', 'CCC103']","['A-', 'B-', 'A-']","['CCC602', 'MKT401', 'CCC411', 'OHM401']","['C', 'A-', 'A-', 'B-']",,,,
476,School of Engineering,MED,2015,"['CCC302', 'CCC412', 'MAT201']","['A-', 'B', 'C']","['CCC704', 'PHY102', 'CCC815']","['C', 'B', 'C']","['CCC319', 'EED206', 'CCC402']","['A-', 'C-', 'C']","['EED308', 'CCC612', 'EED301', 'CCC805']","['B-', 'B', 'B-', 'B-']","['CCC515', 'MAT160']","['B-', 'C-']",['EED203'],['B-'],,,,
477,School of Natural Sciences,MAT,2015,['CCC510'],['B-'],"['CCC704', 'CCC302']","['B-', 'A-']","['CCC805', 'CCC402', 'CSD206']","['C', 'A-', 'C']","['CCC414', 'CSD201', 'CCC323', 'CCC103']","['B', 'B-', 'A-', 'B-']","['CCC407', 'CCC114', 'OHM401', 'CCC101']","['B', 'C', 'C', 'A-']","['CCC801', 'CCC416']","['A-', 'B-']",,,,
478,School of Engineering,CHD,2015,['CCC510'],['A-'],['CCC704'],['C'],"['CCC314', 'CCC414', 'CCC411']","['A-', 'A', 'B-']","['CCC226', 'HIS104', 'CCC114']","['B', 'A', 'A']","['ECO101', 'CCC330', 'ARC201', 'CED206']","['C-', 'A', 'A', 'B']","['HIS103', 'CCC615']","['A', 'A']",,,,
479,School of Engineering,MED,2015,"['CCC801', 'CCC302', 'MAT201']","['B', 'A-', 'A-']","['PHY102', 'CCC704', 'CCC218']","['B', 'A', 'B-']","['CSD201', 'CCC412', 'CCC805']","['A-', 'B', 'B']","['ENG104', 'CCC103', 'CCC622', 'CCC402']","['B', 'A-', 'B', 'B-']","['CCC114', 'ECO101', 'CCC411']","['A', 'B-', 'A-']","['ECO102', 'CCC319', 'CCC403']","['B', 'A', 'D']",,,,
480,School of Engineering,CSD,2015,['CCC510'],['A-'],"['CCC704', 'CCC805']","['A', 'A-']","['ECO101', 'CCC402', 'CCC323']","['B-', 'A-', 'B']","['ECO102', 'CCC319', 'CCC622']","['A-', 'B', 'A']","['CCC411', 'CCC103', 'ECO203', 'CCC626', 'ECO301']","['B-', 'A-', 'B', 'A', 'B']","['CCC602', 'ECO221']","['B', 'A-']",,,,
481,School of Engineering,CSD,2015,"['CCC510', 'CCC412']","['A-', 'B']",['CCC704'],['A-'],"['CCC617', 'CCC409', 'ECO101']","['A', 'A-', 'B-']","['CCC214', 'ECO102', 'ECO301']","['A-', 'A', 'B']","['ECO203', 'ECO354', 'CCC515', 'CCC821']","['B', 'C', 'A-', 'A-']","['CCC615', 'ECO221', 'CCC805']","['A', 'A-', 'B']",,,,
482,School of Engineering,CSD,2015,"['CCC510', 'CCC302']","['A-', 'B']","['CCC704', 'CCC814']","['B', 'B']","['ECO101', 'MAT284']","['B', 'B-']","['CCC805', 'CCC801', 'ECO102', 'MAT440', 'MAT430']","['A', 'A-', 'A', 'B-', 'A-']","['ECO301', 'MAT431', 'ECO354', 'CCC402', 'ECO203']","['A-', 'B', 'A-', 'A-', 'B']","['CCC103', 'ECO221']","['B-', 'A-']",,,,
483,School of Natural Sciences,CHY,2015,['CCC510'],['C'],"['CCC412', 'PHY104', 'BIO113', 'MAT102', 'CCC704', 'PHY106']","['A-', 'D', 'B', 'F', 'B-', 'C']","['CCC322', 'CCC101', 'CCC402', 'BIO201', 'CCC222', 'PHY201']","['A-', 'A', 'A-', 'B', 'D', 'C-']","['CCC801', 'CCC614', 'CCC805']","['B', 'C', 'C-']","['OHM401', 'CCC411']","['B', 'A-']","['CCC319', 'CCC103', 'MKT201', 'MAT102']","['B', 'A-', 'C', 'D']",,,,
484,School of Engineering,MED,2015,"['CCC302', 'MAT201', 'CCC412']","['B', 'C', 'B-']","['PHY102', 'CCC704']","['C-', 'C']",['MAT201'],['A'],"['CCC110', 'CCC801', 'COM199']","['A-', 'C-', 'B']","['COM193', 'CCC109', 'CCC512', 'COM198']","['B-', 'C-', 'B-', 'B-']",['PHY102'],['B-'],"['CCC311', 'CCC329', 'CCC407', 'CCC624', 'CCC627']","['B-', 'A-', 'B', 'A', 'B']","['CCC229', 'CCC602', 'CCC103', 'CCC801', 'CCC630']","['D', 'A-', 'B', 'B-', 'B-']"
485,School of Humanities & Soc Sci,ECO,2015,['CCC510'],['B-'],"['CCC302', 'CCC704', 'SOC203']","['A', 'B', 'A-']","['CCC817', 'CCC402', 'COM198', 'ENG235']","['A-', 'B', 'A-', 'B']","['CCC326', 'IRG101', 'ENG215', 'COM193', 'CCC103']","['B', 'A-', 'A-', 'A', 'A']",,,,,,,,
486,School of Engineering,CED,2015,"['CCC602', 'CCC413', 'CCC302']","['A-', 'B-', 'A-']",['CCC704'],['A-'],"['CCC414', 'CCC110', 'BIO104']","['A', 'C', 'A-']","['CCC818', 'CCC214', 'MED101']","['B', 'A-', 'A-']","['CCC510', 'PHY207', 'CCC626', 'HIS204', 'CCC805']","['A-', 'C', 'B-', 'F', 'A']","['CCC331', 'CCC103', 'BIO307']","['F', 'B', 'C-']",,,,
487,School of Natural Sciences,MAT,2015,['CCC510'],['A-'],['CCC704'],['B'],['CCC402'],['B-'],"['ADP100', 'CCC618', 'CSD201', 'CCC801', 'CCC622']","['B-', 'F', 'B-', 'B', 'B-']","['CCC624', 'CCC821', 'CSD206', 'CCC103']","['A-', 'A-', 'B-', 'A']","['CCC319', 'ECO101']","['C', 'B']",,,,
488,School of Engineering,CSD,2015,"['CCC510', 'CCC412']","['A', 'B']","['CCC704', 'CCC302']","['A-', 'B']","['CCC805', 'CCC801', 'MAT260']","['C', 'A', 'C-']","['MAT442', 'CCC214', 'CCC319']","['D', 'D', 'B-']","['CCC515', 'CCC821', 'MAT442']","['A-', 'B', 'B']","['CCC416', 'MAT230']","['A-', 'A']",,,,
489,School of Engineering,ECE,2015,"['CCC302', 'CCC704']","['B', 'D']","['CED307', 'CCC510', 'CCC214', 'CCC602']","['B', 'A', 'B-', 'C-']","['CCC329', 'CCC402']","['B', 'B-']",['CCC801'],['B'],,,,,,,,
490,School of Engineering,EED,2015,['CCC704'],['C-'],['CCC402'],['C'],"['CCC602', 'CCC512', 'OHM103']","['A-', 'C', 'B']","['CCC323', 'CCC618', 'MEC102', 'CCC325']","['B', 'D', 'B', 'C-']","['OHM401', 'CCC103', 'CCC329', 'FAC203']","['A-', 'B-', 'B', 'B-']","['CCC801', 'CCC510', 'CCC805', 'DOM401']","['A-', 'A-', 'B', 'A-']",,,,
491,School of Engineering,EED,2015,"['CCC302', 'CCC704']","['B', 'B']","['CCC402', 'CCC410']","['B-', 'A-']","['CCC512', 'ECO101', 'CCC801']","['D', 'C', 'B-']","['CCC214', 'CCC510', 'CCC602', 'ECO102']","['B-', 'A', 'C', 'A-']","['ECO203', 'CCC624', 'CCC329']","['B', 'A-', 'A-']","['ECO375', 'ECO221']","['B-', 'B']",,,,
492,School of Humanities & Soc Sci,ECO,2015,['CCC510'],['A-'],"['CCC704', 'SOC203']","['B', 'A-']","['CCC319', 'MAT390', 'CCC402']","['A-', 'B', 'A']","['MAT110', 'MAT490', 'CCC810', 'CCC226']","['C', 'C', 'A-', 'A-']","['IRG208', 'SOC204', 'CCC327', 'CCC611']","['A-', 'A', 'A', 'A-']","['SOC412', 'CCC416', 'MAT283', 'SOC321']","['A-', 'A-', 'A-', 'A-']",,,,
493,School of Engineering,CSD,2015,"['OHM101', 'CCC801']","['B', 'B']","['CCC813', 'STM203', 'FAC101', 'CCC311', 'ENG215', 'ENG327']","['B-', 'C-', 'C-', 'C', 'B', 'A']",['CCC512'],['B-'],"['ENG326', 'CCC621']","['B-', 'B-']",,,,,,,,
494,School of Engineering,ECE,2015,['CCC704'],['C'],"['CCC801', 'CCC402']","['A-', 'C-']","['CCC323', 'CCC412']","['B', 'C']","['CCC103', 'CCC609', 'BIO307', 'CCC312']","['A', 'B', 'C', 'B-']","['CCC114', 'CED206', 'CCC611']","['B-', 'B', 'A-']","['OHM401', 'CCC805', 'CCC319', 'ADP110']","['A-', 'A-', 'A', 'A']",,,,
495,School of Engineering,ECE,2016,"['CCC402', 'CCC302']","['A-', 'A-']","['CCC319', 'CCC704']","['B', 'A']","['CCC821', 'CSD205', 'CCC710']","['A-', 'A', 'A-']","['CCC414', 'MKT401', 'CCC103', 'MEC102', 'CCC630']","['A-', 'A', 'A', 'B', 'A']",,,,,,,,
496,School of Engineering,ECE,2016,['CCC704'],['B'],"['CCC805', 'CCC302', 'CCC402']","['A', 'A-', 'A']","['OHM402', 'CCC611', 'CCC417']","['A', 'A', 'A']","['MKT401', 'DOM401', 'CCC414', 'CCC416']","['A', 'B', 'A-', 'A']",,,,,,,,
497,School of Natural Sciences,MAT,2016,"['CCC224', 'CCC302', 'CCC402']","['A-', 'A-', 'B-']","['HIS209', 'CCC704']","['B', 'B-']",['CCC821'],['F'],"['CCC801', 'HIS104', 'CCC403']","['A-', 'B-', 'B-']",,,,,,,,
498,School of Engineering,MED,2016,"['MAT201', 'CCC704']","['B', 'B-']","['PHY102', 'CCC302', 'CCC403']","['B', 'A-', 'C']","['CCC402', 'CCC103', 'MAT160']","['A-', 'B', 'C']","['CCC602', 'CCC620']","['B', 'B']",,,,,,,,
499,School of Engineering,MED,2016,"['CCC704', 'MAT201']","['B', 'A']","['CCC611', 'PHY102', 'CCC214']","['A-', 'B', 'A']","['CCC103', 'ENG242']","['A', 'A-']","['CCC711', 'ENG245', 'CCC319', 'HIS103']","['A-', 'A', 'A', 'B']",,,,,,,,
500,School of Engineering,EED,2016,"['CCC302', 'CCC402']","['B-', 'B-']","['CCC704', 'CCC622']","['B', 'B']","['CCC515', 'CCC821']","['B', 'B-']","['MAT160', 'CCC414']","['B-', 'B']",,,,,,,,
501,School of Engineering,ECE,2016,"['CCC704', 'CCC302']","['C', 'B']","['CCC402', 'CCC225']","['A-', 'D']",['CCC510'],['A'],"['CCC311', 'MED210', 'MED101', 'CCC625', 'CCC312']","['B', 'C-', 'B', 'C', 'A-']",,,,,,,,
502,School of Humanities & Soc Sci,ECO,2016,"['CCC402', 'CCC302']","['A-', 'A-']","['CCC704', 'MAT110']","['B', 'C-']","['CCC510', 'CCC319', 'SOC217']","['A', 'B', 'A-']","['CCC403', 'SOC222', 'ENG244']","['C', 'B', 'C']",,,,,,,,
503,School of Engineering,CED,2016,"['CCC704', 'CCC402', 'CCC302']","['B', 'A', 'A']","['CCC103', 'CCC611']","['B', 'A-']","['CCC510', 'CCC329', 'CCC311', 'CCC626']","['A', 'A', 'A-', 'B']","['HIS209', 'ADP101']","['C', 'A-']",,,,,,,,
504,School of Engineering,EED,2016,"['CCC402', 'CCC302']","['A-', 'A']","['CCC704', 'CCC114']","['B', 'C']","['CCC319', 'OHM402', 'CCC510']","['B-', 'B-', 'A']","['CCC311', 'MKT401', 'MGT201', 'CCC805', 'CCC414', 'MGT102']","['A-', 'A-', 'B-', 'A', 'A-', 'B-']",,,,,,,,
505,School of Engineering,ECE,2016,['CCC704'],['B-'],"['CCC402', 'CCC414', 'CCC225']","['B', 'A-', 'B-']","['CCC512', 'CCC319', 'ECO101', 'CCC613']","['B-', 'B', 'C-', 'A-']","['CCC805', 'ECO102']","['B-', 'A-']",,,,,,,,
506,School of Humanities & Soc Sci,ECO,2016,"['CCC103', 'CCC302']","['A', 'A-']","['MAT110', 'CCC319', 'CCC704']","['A-', 'B', 'A']","['MAT390', 'CCC402', 'IRG206', 'CCC710']","['C', 'A-', 'A-', 'B']","['CCC414', 'CCC630', 'CCC409', 'MEC401']","['A', 'A', 'A-', 'A']",,,,,,,,
507,School of Engineering,EED,2016,"['CCC302', 'CCC402']","['A-', 'A']",['CCC704'],['A-'],"['CCC625', 'ADP112', 'CCC319']","['A-', 'B', 'B']","['ADP100', 'ADP101', 'MED210', 'CCC416', 'CCC805']","['B-', 'B', 'B-', 'B', 'A-']",,,,,,,,
508,School of Engineering,MED,2016,"['MAT201', 'CCC704']","['A', 'C']","['CCC302', 'CCC319', 'PHY102']","['A', 'A-', 'B-']","['CCC402', 'CCC417', 'DES101']","['A-', 'B-', 'A']","['CCC805', 'DES111', 'CCC103']","['B', 'A-', 'A-']",,,,,,,,
509,School of Engineering,ECE,2016,"['CCC302', 'CCC402']","['A', 'A-']","['CCC818', 'CCC704']","['B', 'A-']","['CCC319', 'MAT160', 'OHM402', 'CCC510']","['A-', 'A-', 'B', 'A']","['CCC801', 'MED210', 'ISM101', 'MGT102', 'CCC711']","['A-', 'B-', 'B', 'B-', 'B']",,,,,,,,
510,School of Engineering,ECE,2016,"['CCC704', 'CCC103']","['B', 'A']","['CCC403', 'CCC512', 'CCC302']","['B', 'B-', 'A-']","['CCC510', 'MED309']","['A', 'B-']","['PHY206', 'CCC414', 'MED101', 'CCC801']","['B-', 'A', 'A-', 'B-']",,,,,,,,
511,School of Engineering,MED,2016,"['MAT201', 'CCC704']","['B', 'B-']","['PHY102', 'CCC114', 'CCC226']","['B', 'C', 'A-']","['CCC402', 'CCC512']","['A-', 'B-']","['CCC414', 'BIO310', 'CCC411', 'ECO101']","['A', 'C', 'B', 'C']",,,,,,,,
512,School of Engineering,EED,2016,"['CCC302', 'CCC402']","['B', 'B']",['CCC704'],['A-'],['CCC510'],['A'],"['MEC401', 'PHY206']","['B', 'C']",,,,,,,,
513,School of Engineering,CSD,2016,"['CCC302', 'CCC402', 'CCC704']","['F', 'F', 'B']","['CCC402', 'CCC820']","['A-', 'D']","['CCC329', 'MAT160', 'CCC515']","['A', 'B', 'B']","['CCC103', 'MAT246', 'CCC805']","['A-', 'B', 'A']",,,,,,,,
514,School of Engineering,MED,2016,"['MAT201', 'CCC704']","['B', 'B']","['CCC402', 'CCC214', 'PHY102']","['B', 'B', 'B']","['CCC510', 'ECO101']","['A', 'C-']","['ECO102', 'CCC620', 'CCC403']","['A-', 'A-', 'B-']",,,,,,,,
515,School of Engineering,CSD,2016,"['CCC402', 'CCC704']","['B', 'A-']","['CCC103', 'CCC805']","['A', 'B']","['CCC510', 'ECO101']","['A', 'B']","['CCC319', 'EED102']","['A-', 'A-']",,,,,,,,
516,School of Engineering,EED,2016,"['CCC302', 'CCC402']","['A', 'B-']",['CCC704'],['B-'],"['CCC710', 'ECO101', 'CCC319']","['B', 'C-', 'A']","['CCC801', 'CCC414', 'CCC411']","['A-', 'A-', 'A']",,,,,,,,
517,School of Engineering,MED,2016,"['MAT201', 'CCC704']","['B-', 'B-']","['CCC805', 'CCC226', 'PHY102']","['B', 'D', 'C']",['CCC821'],['A-'],"['ENG245', 'HIS103', 'CCC229']","['B', 'A-', 'A-']",,,,,,,,
518,School of Humanities & Soc Sci,ECO,2016,"['MAT201', 'PHY101', 'CCC704', 'CSD101', 'EED103']","['B', 'B', 'B', 'C', 'C-']","['CCC810', 'MAT203', 'PHY102', 'CCC302', 'CCC805', 'CSD201', 'EED102']","['B-', 'C', 'B-', 'A-', 'C', 'B-', 'B']","['EED201', 'EED206', 'MAT205', 'EED202', 'CCC329']","['C', 'F', 'B', 'C-', 'A-']","['CCC630', 'CCC115']","['A', 'B']",,,,,,,,
519,School of Engineering,CSD,2016,['CCC704'],['B'],['CCC402'],['A-'],"['MAT160', 'CCC227', 'CCC515']","['B-', 'B', 'B-']","['MAT246', 'CCC628']","['B', 'A-']",,,,,,,,
520,School of Engineering,ECE,2016,"['CCC402', 'CCC704']","['B', 'B-']","['CCC302', 'CCC109', 'CCC114']","['A-', 'D', 'B-']",['CCC510'],['A'],"['COM199', 'CCC416', 'CED307', 'CCC414', 'MED210']","['B-', 'A-', 'B-', 'A', 'B']",,,,,,,,
521,School of Natural Sciences,PHY,2016,"['CCC410', 'CCC302']","['F', 'B']","['MAT440', 'CCC704']","['C', 'B']",['CCC417'],['D'],"['CCC403', 'CCC402']","['B', 'B-']",,,,,,,,
522,School of Natural Sciences,PHY,2016,"['CCC302', 'CCC224', 'CCC312']","['A', 'A-', 'A']","['CCC402', 'BIO309', 'CCC113', 'SOC114']","['A-', 'A-', 'A-', 'A-']","['CCC512', 'CCC624']","['C-', 'A-']","['CCC502', 'CCC516', 'CHY352', 'MAT184', 'MED101']","['A-', 'A', 'C', 'B-', 'A-']",,,,,,,,
523,School of Engineering,ECE,2016,"['CCC512', 'CCC402']","['B-', 'A-']",['CCC214'],['B'],"['CSD205', 'MAT160', 'CCC704']","['A', 'B', 'B-']","['CCC629', 'CCC414', 'CCC821']","['A', 'A-', 'A']",,,,,,,,
524,School of Engineering,MED,2016,"['MAT201', 'CCC402', 'CCC704']","['C', 'A-', 'C']","['PHY102', 'CCC319', 'CCC805']","['C', 'A-', 'A-']","['CCC115', 'CCC515', 'MAT160']","['A-', 'A', 'C']","['CCC823', 'CCC625']","['A-', 'B-']",,,,,,,,
525,School of Engineering,MED,2016,"['CCC704', 'MAT201', 'CCC224']","['B', 'A', 'B']","['CCC415', 'PHY102', 'CCC512', 'CCC414']","['B', 'B-', 'B-', 'A']","['ECO101', 'CCC613', 'CCC801']","['B-', 'A-', 'A-']","['HIS209', 'CCC620', 'CCC411', 'ECO102']","['B-', 'B', 'A-', 'B']",,,,,,,,
526,School of Engineering,ECE,2016,['CCC704'],['C'],"['CCC805', 'CCC402']","['D', 'A-']",['CCC510'],['A'],"['CCC620', 'CED307']","['C', 'C-']",,,,,,,,
527,School of Engineering,EED,2016,"['CCC402', 'CCC302']","['A', 'A']",['CCC704'],['B'],"['CCC510', 'ECO101']","['A', 'C-']","['PHY206', 'CCC801', 'CCC625']","['B', 'A-', 'C']",,,,,,,,
528,School of Engineering,CHD,2016,"['CCC302', 'CCC704', 'CHY111']","['A', 'B-', 'B-']","['CCC402', 'CCC114']","['A', 'B-']","['CCC415', 'BIO201', 'CCC611']","['A-', 'A-', 'B']","['CCC411', 'MED210', 'CCC805', 'ECO101']","['B', 'B-', 'B', 'A-']",,,,,,,,
529,School of Engineering,CSD,2016,"['CCC322', 'CCC704']","['A', 'B-']","['CCC312', 'CCC311', 'CCC820']","['A-', 'A', 'B']","['CCC510', 'OHM402', 'CCC302']","['A', 'A', 'A']","['CCC628', 'CCC330', 'DOM401']","['A', 'A', 'A']",,,,,,,,
530,School of Engineering,ECE,2016,"['CCC602', 'CCC704']","['A-', 'B']","['CCC225', 'CCC819', 'CCC510']","['B', 'B', 'A']","['MED309', 'CCC402', 'CED202', 'CCC311']","['B-', 'B', 'C', 'B-']","['MED101', 'CCC302', 'CCC805', 'MED210']","['A', 'A', 'B', 'B']",,,,,,,,
531,School of Humanities & Soc Sci,ECO,2016,['CCC302'],['A-'],"['MAT110', 'CCC704', 'CCC818']","['D', 'B', 'C']","['CCC115', 'CCC329', 'MAT390', 'IRG206']","['A-', 'B-', 'C-', 'B']","['SOC321', 'CCC229']","['B', 'A-']",,,,,,,,
532,School of Engineering,MED,2016,"['CCC704', 'MAT201']","['A-', 'A-']","['CCC302', 'PHY102', 'CCC403']","['A', 'B-', 'B']","['MAT160', 'CCC402', 'CCC625']","['B', 'A-', 'B']","['CCC411', 'SOC103']","['A-', 'B']",,,,,,,,
533,School of Engineering,CSD,2016,"['CCC407', 'CCC704']","['A', 'B']","['CCC409', 'CCC606']","['A-', 'A']","['CCC402', 'CCC710']","['A', 'B-']","['MAT160', 'CCC805', 'CCC628']","['A-', 'B', 'A-']",,,,,,,,
534,School of Engineering,ECE,2016,['CCC704'],['B-'],"['CCC618', 'CCC402']","['C-', 'A-']","['CCC613', 'CCC319', 'CCC416']","['A-', 'B-', 'A-']","['CCC302', 'MED101', 'MED210']","['A-', 'A-', 'B']",,,,,,,,
535,School of Engineering,EED,2016,"['CCC302', 'CCC224']","['A', 'B']","['CCC805', 'CCC704']","['B', 'B']","['ECO101', 'CCC319']","['C', 'B']","['MED210', 'ECO102', 'CCC602', 'CCC414']","['A-', 'A-', 'B-', 'A-']",,,,,,,,
536,School of Engineering,EED,2016,"['CCC302', 'CCC402']","['A-', 'A-']","['CCC217', 'CCC704']","['B-', 'B-']",,,,,,,,,,,,
537,School of Engineering,CSD,2016,"['CCC402', 'CCC704']","['A', 'B']","['CCC414', 'CCC312', 'CCC805']","['A', 'A', 'A']","['MAT160', 'CCC821', 'CCC515']","['B', 'A', 'B-']","['CCC311', 'CCC801', 'MAT246']","['A', 'A', 'A-']",,,,,,,,
538,School of Engineering,CSD,2016,"['CCC704', 'CCC402']","['B-', 'A-']",['CCC612'],['B-'],"['CCC512', 'MAT160', 'CCC821']","['C', 'B-', 'A-']","['CCC602', 'CCC414', 'MAT246']","['B', 'A', 'B']",,,,,,,,
539,School of Engineering,ECE,2016,['CCC704'],['B'],"['CCC312', 'CCC612', 'CCC510']","['A-', 'A', 'A-']","['CCC515', 'CCC417', 'CCC311', 'MAT160']","['B', 'B-', 'A', 'C']","['CCC227', 'PHY206', 'CCC805', 'CCC628']","['B', 'B-', 'A', 'A-']",,,,,,,,
540,School of Natural Sciences,BIO,2016,['CCC302'],['A'],"['CCC319', 'CCC704']","['A-', 'A']","['CCC512', 'CHY213', 'CCC402', 'SOC101']","['B-', 'A-', 'A', 'B']","['CCC312', 'CCC227', 'CHY352']","['A', 'A-', 'B']",,,,,,,,
541,School of Engineering,CSD,2016,['CCC704'],['C-'],"['CCC402', 'CCC319']","['B-', 'B']","['CCC627', 'MAT160', 'CCC103']","['B-', 'B-', 'A-']","['DOM401', 'CCC403']","['B-', 'B']",,,,,,,,
542,School of Natural Sciences,PHY,2016,"['CCC302', 'CCC319']","['A', 'A']","['ENG104', 'CCC512', 'CCC704', 'CCC402']","['B', 'B', 'B', 'A']","['CCC624', 'DES101', 'CCC407']","['A-', 'A-', 'A-']","['DES111', 'CCC602']","['A-', 'A']",,,,,,,,
543,School of Natural Sciences,MAT,2016,"['CCC302', 'CCC402', 'CCC704']","['A', 'B-', 'C']","['CCC226', 'CCC801']","['A-', 'A']","['MKT202', 'ECO101', 'CCC611']","['A-', 'C', 'B']","['ECO102', 'CCC620']","['B-', 'C-']",,,,,,,,
544,School of Engineering,MED,2016,"['CCC704', 'MAT201']","['B-', 'B']","['CCC325', 'PHY102', 'CCC302']","['B-', 'C-', 'A-']","['DES101', 'CCC402', 'CCC512']","['A-', 'A-', 'B']","['CCC805', 'CCC628', 'DES111']","['A', 'B-', 'B']",,,,,,,,
545,School of Engineering,MED,2016,"['MAT201', 'CCC704']","['B', 'C']","['PHY102', 'CCC226', 'CCC411']","['C', 'B', 'B-']","['MAT160', 'CCC627', 'CCC402']","['C', 'B', 'B']","['CCC302', 'CCC805', 'CCC319', 'CED307']","['A-', 'A-', 'C', 'B-']",,,,,,,,
